path	sha256	content_class	observed_declaration	normalized_spdx	license_references	module_license_metadata	source_origin	modification_status	patch_ids	redistribution_review_state	copyright_notices
drivers/innosrvkm/include/innodpu_compatibility.h	21113f3839ca8f359238717988df36d2ac4924706fc62ec74aafa7606b33df87	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-025	declared-rights-review-pending	"Copyright		Copyright (c) Imagination Technologies Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_connector.h	a369e07edc84624371857fb423102688132d1ffdef6e5f765fddb52bffbad31b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dp.h	eef82512b9d78b5cf46aaa9118b7881d41e65d2ffc5291df7bf9cea3b75f2996	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dp_audio_api.h	2fca252e069b82a284dec8d3245741f4abc7d63e69887183ab0fd319134cb8bb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dp_common.h	8edbf151b5cd0b989179551a195b7bbac933c18c971f7648f16ea89d3de8b689	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dp_debugfs.h	2d4c1fb90e219595662b48327a2830a017c67ebd77d6d11fb7c2b3b084e8af35	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dp_vcodiv.h	20ff13ad3abc984c940aed77060a60398017f7a059ee0e1d932bdbb9d8ac2d03	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_dpu.h	975f8d4378b593fadf9f3926f8c5a8b643c2e037f8ee03c038aab033b5b51d5e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_debugfs.h	923be112e90888936d3c33ba9f67cef9454a31eeb32a9b658c827209d88a4638	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_drv.h	d1f897ec37c6b69b8da0dc8e1ee5352adb39471c813af4189a3e8825411936f8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_fb.h	32f8c43c597072e9c3fbe76a40ed6615ffa23b65b4e482482723320c974422fc	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_gem.h	e421390c890be0241dcf13d201c5686e826c6fab2482e774718c448adec174a0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-023	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_modeset.h	bc397546c5f4adb9d0ba951a0b48cfa979e4a36e62f9327ec6d11f5c38ba1171	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_drm_pm.h	bd435c95b089d70778ebd6db923023135a02176280b188ed115d3b8a12239a05	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_hdmi.h	2365487d4f01a9cf6452844ac4c1d02d9336374a30929e5f21e70730463d35d0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_hdmi_audio_api.h	20ecd8444aa1926a181054707b40791626b6f7ba88b7f9de39994aca873f55b6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_hdmi_common.h	7b819d42ec649d34723e6964e19719082f10eea71f5759dbf50c484b35d69e55	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_hdmi_debugfs.h	f4d614806a4d8c73f57fd55cf8dee85e90df6954d0782ff1ec8a0f85dc5ca4fb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_module_param.h	d63b3c819ba7936b5c7dd69ebae9eee8c33404f735dd2d3f4a73a0a1de885fd0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_panel_backlight.h	2136570b30cd830009949a2edce060a5ba31480d3104b3019d5e42ce498ee7f0	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innodpu_panel_pwr.h	9c69ef469f74ecf40530828798f6036a138fcd851fefe17ff79a56fde2a6b538	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innodpu_parse_edid.h	9d4332dac44244d1c8d7f170e9e07e92885f1db43bfcf205df7aa86dfab595e0	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innodpu_pmbus_fpga.h	dfa136b6f1415494e785f26d988a928d6e186021bb2b2eff779944ff79b566b9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_vga.h	05e17358484a3e79623ba8479f0d985455ac75a85a3ddc6fa972fa59190a36af	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innodpu_vga_common.h	25e72c5f64fa876b44f4e1033ac7ddcddcf0503d05f6176717201834773946b7	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innodpu_vga_debugfs.h	3254ddab2014ef1273848f3fdb5b7a318dc4e24f2b8bfa2a1a31fdda602e2dbd	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/innodpu_vkms.h	db90ab5909182f770f7b6ff16e4884e221111d1cac7edf29755dbff5ed4187fa	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innogpu_defs.h	43340daf24658aad389fe46e99f6108ccb08a51b1d34fe71e87a4b5621c55cf7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/innogpu_drm.h	6a55905b2a90f615953b03ef0c227ceed2c7e6f314cdd9520749748fdcbb5f62	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innogpu_drm_init.h	5551add2f3bcbcf173863a888613904adacb46535bd4c6ff93798b42f2b7b7c3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/innoversion.h	bf6f4b213347ff62687a34cf36d09d9a24061180ab680df1ce3040a047e1af38	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/interrupt_support.h	67d09f14429cfadcc1596dee398218ca3260916a2bd87b5870ec7fa5bf6b4b0e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/kernel_compatibility.h	9596b8189d7481f949136ecc2afa1ed42bea6bfc027351b42b6590238d85796e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/kernel_nospec.h	ba71ae5a63bd04293c6a778c18919563173a0799cea454f822a7e8010049588a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/kernel_types.h	8abcae7672edf2db56429bbde6915cda0a8c77f4b565ba90bd21347a8df4902a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/km/rgxdefs_km.h	e37652e617c888f44d4e70d3374cff625d062855f02897a5391d8ae98e8738a1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/km_apphint.h	6b5ddd0619780c2c37533255cc1f58c6aa40e499af8bae6911ec7ac625980808	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/km_apphint_defs.h	6dbc4230e8f2f1f21ac90a8716b03b526db2dd9fcd0f6faf0bc8d8406519be30	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/km_apphint_defs_common.h	3732c0b641d55e82256d2e694a5934160aeabcca2e102b0a037ec3ed030a1891	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/linkage.h	638118fe02b2fcfe055be3518f45b75993779995e22d4d6830d61c0083c73d12	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/linux_sw_sync.h	cd775bfcd1f99fac86729f89eb094a708f2dd6e7ed1ab275c4ef7ea9205903a3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/lock.h	8b6b0d23ce83132c0949e6d95652d1eccb58dadbc91cc63ed918ff8c0f2eb5ee	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/lock_types.h	2001913eb0e8941f7933caf58d5dc1fe842926c75fbf434ab7ed6d3b257bfe5e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/log2.h	4df07d7c2f17b87a5652473a856c1520320cd6ec90891cb266605a95cbc0bcc0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/mmu_common.h	fe0b27eee409d529d9d82806f38cf703e55d90f37a9070a1ea986c002857b758	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/module_common.h	03ab1fa9d5dfd27a91005a038ff82846593ecb2eb664551d7c9014b2fc6e4cd5	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/netlink.h	bef190e9a47c339cc7897eebe9148fdf46db7825bb82079cdfd5bb236d17c6e0	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/opaque_types.h	21e0101d49be82c6e309188dc763cac48d0ccb90292bf8010c0576c861e5f283	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/os_cpu_cache.h	354d4e472c8242f5023ab3b3b0ec0abbee1f94f62655ce52e59984fcc61b827b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/osconnection_server.h	bca2b95c75da554c1be8c485cb4b730669a0224353d5557ee1aeb91c662f77d9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/osdi_impl.h	3cebeb8009250cda28ccf221908bd05f0a96808e72088317008d776c009c767d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/osfunc.h	736c061fbd67b4007baa05929166d2e3322870dec31ee22331d172cce9e8be5b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/osfunc_common.h	67a77e24fd0fbeaeb6472b045e8b6e4532910ec45022cc3afa2dbf82a875471d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/osmmap.h	cd3e21699a89f2ed6133df7a58b606c14e553dfe28108fe02abe6a1430c47291	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/ospvr_gputrace.h	6b19cd2b7be447381d464cbdbe1f71813cde34e02b60ed18bb01fba04c51219a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pci_support.h	7deb1cfb5546447ba34080ce8d135757b13a47643b5900d5f4facac0ad664ee8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdp0_common.h	da32a5307340c2c67f2758ef73a474ede0a5fb5e588ca207f58a6155fa962a08	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/include/pdp0_crtc.h	b6d5714d5da6f91f31edee7dde9ba5caad568018e51c8d87b53d0b1e27efa0ef	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/pdp0_drv.h	6c8029fac8ff35495a17cb7c6545c69482e994956ae19d642231aed40e7981dd	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/pdp0_hw.h	b2a24f17eb6f2a58e5b43c89628d1c1e2342a042c680ddd3ccc2b58dcd2b3117	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/pdp0_plane.h	91b54a894ae906725c30bd5b45c09c3d8a79aafa0676854604b2b47a70f66022	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/include/pdp_drm.h	3f0202ff41f02651c0b8747c13e74e168c9eef22ed47621212d3baca08b5145e	strict-confidential	Strictly Confidential	LicenseRef-Strictly-Confidential	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-confidential-rights	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdump.h	1c99fe38dfb8a569157590b8b815e4a4c20859675261ebb79e1ec11a689da5a7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdump_km.h	4bea330e424744c6c5746a0c81c91c8ec9d0b0c5ba505bc8e3fd0af8f2f09146	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdump_mmu.h	10ec623d18d27c432784005d3ec0bbf398e644c6f9da98790087d8579ae0ebe8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdump_symbolicaddr.h	259895aff21bcc0c4a762ca63e57a203f856df646bf3a5f4787393067ce0e101	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/pdumpdefs.h	744b0589bc0af2d0c283d2adf63912ed38fbefbf8b7473431d04df8ebdfd23f4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/include/physheap.h	08a432905aa17bb6cbcf25fe2dcb696a4a4343a6d322a62f627ea92d48cdc0e4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/include/physheap_config.h	016c9623d7201fdc9985aba38bb6523a59480b6a6bb4c70f021103837151e7f7	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
