path	sha256	content_class	observed_declaration	normalized_spdx	license_references	module_license_metadata	source_origin	modification_status	patch_ids	redistribution_review_state	copyright_notices
drivers/innosrvkm/innodpu_common_drm_panel.c	e5aa7115b27ddad24294c87ebb69a320c87edf73a67907e6966a30097ae2def9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_compatibility.c	45c9b04e951a3bc1ab405fbdbfda5a42c33873767f7efe00225dd308630e1fdd	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_connector.c	e230e12e93cfb952168622d3ef3dad20ddf8ede255a05e92a64d112fc6d231d3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-002,patch-006,patch-009	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_dp.c	160ab6a3cd3edcc968a2c8e6c692d965536c8507dd6dc74b5095353912f31943	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001,patch-002	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_dp_audio_api.c	61d48affbba2af8e0b98a6652f682e98d0e9d1cf394bbf81f6e5866cb8497ed9	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_dp_common.c	e543b0ecaac73d41c0e7e3ff48815134c40f0f77d1db0e8bb8147526d3f24139	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/innodpu_dp_debugfs.c	d096b7f56832463173cb362b9bbb2672cecec88515f2cacb1c7018b4a9197553	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_dpu.c	ae5bd03d5cc29e4de2f2f0e63e725f0c2d6a50f2e19fc57056dba58ad7c940f4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_debugfs.c	df53d45ed5cfea19e88bff12247fa6881e5ea47de468f43705ed597ab1864d44	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_drv.c	dad6ea0d5d52e319a9a89dbad53d4ef29c522ed09b85cc2c340709c38b4a0e7e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_fb.c	8e455a3a41ed5e50f5d9822bfa2b2656cdaec339ecefdcbe4ebd1b04553c9450	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-007	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_gem.c	cea48e2780068f717f695bf114fc657c79b7bc1ea98794118a74c6a22aaf25cf	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-023,patch-025,patch-027	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_modeset.c	4dd8af358f5d7fb1c88f2737fd953ed36d0395df4f95120e537dfaeef7e1c77d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_drm_pm.c	3e5c55ce43f85284ccd130be2e49f12a374b4ea8f76cdacdf99f8824c61fda74	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_hdmi.c	13df19b4b7d9b4c23d97d489543b1343ccf84cb422a0cb26e59bdd1e4eca545e	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_hdmi_audio_api.c	82bd4b4d90343c385444892afedf3871f12a09234b7efa1aae007b0f8fe2612c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_hdmi_common.c	cac8b952f06227b67f4a9b277942db7145f7f4aa7670eca2f4be9705166850f6	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/innodpu_hdmi_debugfs.c	2bb177007628fb93d22ec7ead519a4a9d538729a71fe6a2cd8778f63e9451372	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_module_param.c	6e5b53b04f1c54e4c842de3eed93b7ffba8454c1a869723eb9efdf51a82992ee	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_panel_backlight.c	26ce7d5ffd1145c8e1dd621454ee8ce22f4ef15a4d27762fefc880097abfedca	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_panel_pwr.c	3afa247de2bc71ed6e93c1306d4367ce67cb05a1c2fc1f25cf2d4ec50df2c0be	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_parse_edid.c	7c33eb06b931b6efa9f8d8b1b2a4a85feafb4b50f6fa4d685edeea9a02362384	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/innodpu_pmbus_fpga.c	3bc3423aadc44bf74be58980eeeab2e50c54252c18d2666c224673adb5d66c3a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_vga.c	8a2d5099c48f23bbe231c1dd641c1133f534521278f1030ce8bced59823d4401	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innodpu_vga_debugfs.c	7c7a886f0c5a1cea0277e2e0f0541e4c66bb5975ca71da8673fbe70551466e51	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/innodpu_vkms.c	28490e32e546c29f0672018c3bedc55514ab490ad04dc6f17aaebe15ef43986b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/innogpu_drm.c	e4dbfeac7e07b79e4cce1b69be0c8a91ffdd656eca7ed5de2b73c73c844d6938	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	Dual MIT/GPL	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/pdp0_common.c	4e884bafb1cee836b324a2301ef18fbf8b1161bc5170651124eac0a3ef91ce6c	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/pdp0_crtc.c	683ae7ae53eb8084e1b3226b04234150c6fc3afc09f7b13352a437f81e13ff95	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-026	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/pdp0_drv.c	448b72f2f500578f2f4288fd053b0741ea8d39f1554f2db0ea6eab87e0f736a8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/pdp0_plane.c	0546c1e46aaaeee299cad4ad8258a4315de2603479941d5ef065c667488f96d2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innosrvkm/pvr_bridge_k.c	849504ec67f7e35753d58b54526df77f5c7b8c81e887a58ae0fa739f91d9f20c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_buffer_sync.c	060e57af6cb2d352741827d30cd934bc71f93ef6e28624b56963879068bbcaef	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_counting_timeline.c	32a3d85331a0141c84801678f20e154925cfb4b97de387f4c6bfa78eb72c9da2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_debugfs.c	67d98f4a1439171077d7b8cee38447f30db0e69d7dd7eb145732a51a23fe6701	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_drm.c	b030c1b5f7d75f33f6e08414808f4bf905d9fd3f0c8ae6ff7f3de59890d34f5d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/pvr_dvfs_device.c	9d4a1b2a6b1be792abbe3c6caada716d15b0bbd0a2e4bf7c73a7f5a0f7397114	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_export_fence.c	c76eef620c332fc29be657ad336772c027eee329dfb0ffa636a01625946786e2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_fence.c	a5454dac442552056133a5ac19a3d11a7cac59f46d9ebea05b9dde764c7c8b85	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/pvr_gputrace.c	be87d2bd653ba4cda1b04f01202d9f202625aa74059d75d79b17fd47bb72259a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved | Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/innosrvkm/pvr_platform_drv.c	bc15342af58c2aea3cdecae99785a1838823a58bac56689c52cc74faeff0888e	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innosrvkm/pvr_procfs.c	5695f01f576a7820b1196a0a29da02080bdb4d1299e8a5b256213b0683f4eaf3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_sw_fence.c	ffbf61b1cc68c01a9f5e27f2f29f6f6f0fd6003e16463e0ad098720a4f177405	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_sync_file.c	2031641cf21ec47a59dfcb4959e2309db4a25d82609547cae9156982411a3f72	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_sync_ioctl_common.c	ee78a8df77e823381248358a83380a476a9ec4efe50f3a4c87c534ad21f8f9e3	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/pvr_sync_ioctl_drm.c	9caceef21f88357f415361a441050e31419d0f671c6c1e83223c717cbae1afe1	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright   Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innosrvkm/trace_events.c	12c133631948773a4e40cea6fd2eea828a184263dade7550713705ceb61787fb	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Imagination Technologies Ltd. All Rights Reserved
drivers/innovpu/Makefile	b8ec8ec23f0da72e5eed8822152f82c839ddf84b42dc32867d87d540873c97dd	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/innovpu/innovpu.h	5d558a2abe28fd250e866dd5c41e71d40809d65ec5fa642a5b6d3f6db931721b	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_common.h	60417692075cb03925dcfd00dd64f5504d5e82ef839a00f593a2f318771567ca	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_dmabuf.c	43a0d73ab0b6e6bad70a972c546bd2d566077e0b89bc48ee85670586465ffb1d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_dmabuf.h	699a8cb7e20936ae872af78e97c43dc87f803f8b39f21146bfe98bd6025b8e1d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_drv.c	9dcd8de959cfccdb94c9969302992446f0bc450e8e316903c11bf985fca128f8	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	Dual BSD/GPL	Deepin innogpu-fh2m 20250421190503-debug source payload	project-modified	patch-001	blocked-declaration-conflict	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_drv.h	d41b170753516b30a26b60b2ee6065e74473d90e66cf80458b282a3dc1878f8f	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_for_umd.h	c4233d9fd166f924dd6ef26ae60c1740e12c7ea66840aa6e47ed54bbc0e30a0d	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/innovpu/innovpu_internal.h	278d1e08dd2add5e972ee27d5ab9cea8f1af05ae9decd3fdc6b06d906a0d57b4	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	"Copyright		Copyright (c) Innosilicon Technology Ltd. All Rights Reserved"
drivers/modules_config.sh	03d93e73e9ecb89f4b6d1b6075ad47e99e253c675e606bce197a5f685bece506	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/test_item.sh	8318c409b955fcb5778068949576f5cf3a1337cf8577661c1d18f432c0bcd15d	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/Makefile	06514978661721ddf07fbb5d0f83fc4d382b666b51c3bd632fbf9f12bc6d42de	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright     Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/gpu_info/gpu_info.c	6bf5b3d640cd7cd8d0b8b92bedc5000444d69025fea2c0acd47577f4ddc92fe2	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	Dual MIT/GPL	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/gpu_info/gpu_info.h	c92da81b33bf90b7c0f2ca33b1f29c372b686097e12805bf29141842a64671b6	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/gpu_info/gpu_info_innoml.c	10da7689f617dd914eb2322aad65307901c7c28a7d79b1087efcb7262b72e787	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/gpu_info/gpu_info_innoml.h	57ce1779ba342d6ee52b5796e3367efde5d4e608435a3df6fffc63ee7f3cf533	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/gpu_info/gpu_info_innoml_km.h	2682242531988c55bd103a959fb04a5be0c41fb7be5102e9e6d2394e07ee82b2	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/gpu_info/gpu_info_y8.c	9fd7a1776d73367bd0545c30f1f82fde7160d9cd8f17bbaf109b88e28c199c9a	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/gpu_info/gpu_info_y8.h	36640b26cf0be95d13b05b0671967c259c67cccced951ac3be506b93c2a4788c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright      Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/gpu_info/kgc_gpu_info.c	6a49191d33283954f04bc6eb0c97ffe06d5efd485b73c2a1ad169c5bcb4abc76	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/gpu_info/kgc_gpu_info.h	057ab4aaac7684f7c74b3eb60b647d4b98d7150c9fdd54271a61ac1b0921dd58	unclassified	no mechanically recognized declaration	NOASSERTION	-	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
drivers/tools/kernel_api_support_test/Makefile	2d950d48bdf463b8775653e84a39bec934621e229ce1556b026b8e1812d2886c	dual-mit-gpl	Dual MIT/GPLv2	MIT OR GPL-2.0-only	GPL-COPYING,MIT-COPYING	-	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	declared-rights-review-pending	Copyright     Copyright (c) Innosilicon Technology Ltd. All Rights Reserved
drivers/tools/kernel_api_support_test/kernel_api_support_test.c	ead62b77d5503f3808fbdd7ddfca7cdb16f93bc7df9940f0c5936b20e411e488	unclassified	no mechanically recognized declaration	NOASSERTION	-	GPL	Deepin innogpu-fh2m 20250421190503-debug source payload	imported-unmodified	-	blocked-unclassified	-
